,lemma,next-lemma,next-next-lemma,next-next-pos,next-next-shape,next-next-word,next-pos,next-shape,next-word,pos,prev-iob,prev-lemma,prev-pos,prev-prev-iob,prev-prev-lemma,prev-prev-pos,prev-prev-shape,prev-prev-word,prev-shape,prev-word,sentence_idx,shape,word,tag
14643,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,ground,NN,O,the,DT,lowercase,the,lowercase,ground,658,punct,.,O
14644,the,bomber,flight,NNS,lowercase,flights,NN,lowercase,bomber,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,659,capitalized,The,O
14645,bomber,flight,are,VBP,lowercase,are,NNS,lowercase,flights,NN,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,659,lowercase,bomber,O
14646,flight,are,to,TO,lowercase,to,VBP,lowercase,are,NNS,O,bomber,NN,O,the,DT,capitalized,The,lowercase,bomber,659,lowercase,flights,O
14647,are,to,remain,VB,lowercase,remain,TO,lowercase,to,VBP,O,flight,NNS,O,bomber,NN,lowercase,bomber,lowercase,flights,659,lowercase,are,O
14648,to,remain,suspend,JJ,lowercase,suspended,VB,lowercase,remain,TO,O,are,VBP,O,flight,NNS,lowercase,flights,lowercase,are,659,lowercase,to,O
14649,remain,suspend,until,IN,lowercase,until,JJ,lowercase,suspended,VB,O,to,TO,O,are,VBP,lowercase,are,lowercase,to,659,lowercase,remain,O
14650,suspend,until,investig,NNS,lowercase,investigators,IN,lowercase,until,JJ,O,remain,VB,O,to,TO,lowercase,to,lowercase,remain,659,lowercase,suspended,O
14651,until,investig,establish,VB,lowercase,establish,NNS,lowercase,investigators,IN,O,suspend,JJ,O,remain,VB,lowercase,remain,lowercase,suspended,659,lowercase,until,O
14652,investig,establish,the,DT,lowercase,the,VB,lowercase,establish,NNS,O,until,IN,O,suspend,JJ,lowercase,suspended,lowercase,until,659,lowercase,investigators,O
14653,establish,the,caus,NN,lowercase,cause,DT,lowercase,the,VB,O,investig,NNS,O,until,IN,lowercase,until,lowercase,investigators,659,lowercase,establish,O
14654,the,caus,of,IN,lowercase,of,NN,lowercase,cause,DT,O,establish,VB,O,investig,NNS,lowercase,investigators,lowercase,establish,659,lowercase,the,O
14655,caus,of,the,DT,lowercase,the,IN,lowercase,of,NN,O,the,DT,O,establish,VB,lowercase,establish,lowercase,the,659,lowercase,cause,O
14656,of,the,crash,NN,lowercase,crash,DT,lowercase,the,IN,O,caus,NN,O,the,DT,lowercase,the,lowercase,cause,659,lowercase,of,O
14657,the,crash,.,.,punct,.,NN,lowercase,crash,DT,O,of,IN,O,caus,NN,lowercase,cause,lowercase,of,659,lowercase,the,O
14658,crash,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,the,DT,O,of,IN,lowercase,of,lowercase,the,659,lowercase,crash,O
14659,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,crash,NN,O,the,DT,lowercase,the,lowercase,crash,659,punct,.,O
14660,pro-russian,demonstr,in,IN,lowercase,in,NNS,lowercase,demonstrators,JJ,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,660,contains-hyphen,Pro-Russian,O
14661,demonstr,in,crimea,NNP,capitalized,Crimea,IN,lowercase,in,NNS,O,pro-russian,JJ,__START1__,__start1__,__START1__,wildcard,__START1__,contains-hyphen,Pro-Russian,660,lowercase,demonstrators,O
14662,in,crimea,have,VBP,lowercase,have,NNP,capitalized,Crimea,IN,O,demonstr,NNS,O,pro-russian,JJ,contains-hyphen,Pro-Russian,lowercase,demonstrators,660,lowercase,in,O
14663,crimea,have,protest,VBN,lowercase,protested,VBP,lowercase,have,NNP,O,in,IN,O,demonstr,NNS,lowercase,demonstrators,lowercase,in,660,capitalized,Crimea,B-geo
14664,have,protest,against,IN,lowercase,against,VBN,lowercase,protested,VBP,B-geo,crimea,NNP,O,in,IN,lowercase,in,capitalized,Crimea,660,lowercase,have,O
14665,protest,against,the,DT,lowercase,the,IN,lowercase,against,VBN,O,have,VBP,B-geo,crimea,NNP,capitalized,Crimea,lowercase,have,660,lowercase,protested,O
14666,against,the,arriv,NN,lowercase,arrival,DT,lowercase,the,IN,O,protest,VBN,O,have,VBP,lowercase,have,lowercase,protested,660,lowercase,against,O
14667,the,arriv,of,IN,lowercase,of,NN,lowercase,arrival,DT,O,against,IN,O,protest,VBN,lowercase,protested,lowercase,against,660,lowercase,the,O
14668,arriv,of,a,DT,lowercase,a,IN,lowercase,of,NN,O,the,DT,O,against,IN,lowercase,against,lowercase,the,660,lowercase,arrival,O
14669,of,a,u.s.,NNP,abbreviation,U.S.,DT,lowercase,a,IN,O,arriv,NN,O,the,DT,lowercase,the,lowercase,arrival,660,lowercase,of,O
14670,a,u.s.,naval,JJ,lowercase,naval,NNP,abbreviation,U.S.,DT,O,of,IN,O,arriv,NN,lowercase,arrival,lowercase,of,660,lowercase,a,O
14671,u.s.,naval,frigat,NN,lowercase,frigate,JJ,lowercase,naval,NNP,O,a,DT,O,of,IN,lowercase,of,lowercase,a,660,abbreviation,U.S.,B-org
14672,naval,frigat,in,IN,lowercase,in,NN,lowercase,frigate,JJ,B-org,u.s.,NNP,O,a,DT,lowercase,a,abbreviation,U.S.,660,lowercase,naval,O
14673,frigat,in,sevastopol,NNP,capitalized,Sevastopol,IN,lowercase,in,NN,O,naval,JJ,B-org,u.s.,NNP,abbreviation,U.S.,lowercase,naval,660,lowercase,frigate,O
14674,in,sevastopol,",",",",punct,",",NNP,capitalized,Sevastopol,IN,O,frigat,NN,O,naval,JJ,lowercase,naval,lowercase,frigate,660,lowercase,in,O
14675,sevastopol,",",the,DT,lowercase,the,",",punct,",",NNP,O,in,IN,O,frigat,NN,lowercase,frigate,lowercase,in,660,capitalized,Sevastopol,B-geo
14676,",",the,ukrainian,JJ,capitalized,Ukrainian,DT,lowercase,the,",",B-geo,sevastopol,NNP,O,in,IN,lowercase,in,capitalized,Sevastopol,660,punct,",",O
14677,the,ukrainian,port,NN,lowercase,port,JJ,capitalized,Ukrainian,DT,O,",",",",B-geo,sevastopol,NNP,capitalized,Sevastopol,punct,",",660,lowercase,the,O
14678,ukrainian,port,where,WRB,lowercase,where,NN,lowercase,port,JJ,O,the,DT,O,",",",",punct,",",lowercase,the,660,capitalized,Ukrainian,B-gpe
14679,port,where,russia,NNP,capitalized,Russia,WRB,lowercase,where,NN,B-gpe,ukrainian,JJ,O,the,DT,lowercase,the,capitalized,Ukrainian,660,lowercase,port,O
14680,where,russia,'s,POS,other,'s,NNP,capitalized,Russia,WRB,O,port,NN,B-gpe,ukrainian,JJ,capitalized,Ukrainian,lowercase,port,660,lowercase,where,O
14681,russia,'s,black,NNP,capitalized,Black,POS,other,'s,NNP,O,where,WRB,O,port,NN,lowercase,port,lowercase,where,660,capitalized,Russia,B-org
14682,'s,black,sea,NNP,capitalized,Sea,NNP,capitalized,Black,POS,B-org,russia,NNP,O,where,WRB,lowercase,where,capitalized,Russia,660,other,'s,O
14683,black,sea,fleet,NN,lowercase,fleet,NNP,capitalized,Sea,NNP,O,'s,POS,B-org,russia,NNP,capitalized,Russia,other,'s,660,capitalized,Black,O
14684,sea,fleet,is,VBZ,lowercase,is,NN,lowercase,fleet,NNP,O,black,NNP,O,'s,POS,other,'s,capitalized,Black,660,capitalized,Sea,O
14685,fleet,is,base,VBN,lowercase,based,VBZ,lowercase,is,NN,O,sea,NNP,O,black,NNP,capitalized,Black,capitalized,Sea,660,lowercase,fleet,O
14686,is,base,.,.,punct,.,VBN,lowercase,based,VBZ,O,fleet,NN,O,sea,NNP,capitalized,Sea,lowercase,fleet,660,lowercase,is,O
14687,base,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,VBN,O,is,VBZ,O,fleet,NN,lowercase,fleet,lowercase,is,660,lowercase,based,O
14688,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,base,VBN,O,is,VBZ,lowercase,is,lowercase,based,660,punct,.,O
14689,news-ag,report,from,IN,lowercase,from,NNS,lowercase,reports,NN,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,661,contains-hyphen,News-agency,O
14690,report,from,sevastopol,NNP,capitalized,Sevastopol,IN,lowercase,from,NNS,O,news-ag,NN,__START1__,__start1__,__START1__,wildcard,__START1__,contains-hyphen,News-agency,661,lowercase,reports,O
14691,from,sevastopol,say,VBP,lowercase,say,NNP,capitalized,Sevastopol,IN,O,report,NNS,O,news-ag,NN,contains-hyphen,News-agency,lowercase,reports,661,lowercase,from,O
14692,sevastopol,say,the,DT,lowercase,the,VBP,lowercase,say,NNP,O,from,IN,O,report,NNS,lowercase,reports,lowercase,from,661,capitalized,Sevastopol,B-geo
14693,say,the,demonstr,NNS,lowercase,demonstrators,DT,lowercase,the,VBP,B-geo,sevastopol,NNP,O,from,IN,lowercase,from,capitalized,Sevastopol,661,lowercase,say,O
14694,the,demonstr,shout,VBD,lowercase,shouted,NNS,lowercase,demonstrators,DT,O,say,VBP,B-geo,sevastopol,NNP,capitalized,Sevastopol,lowercase,say,661,lowercase,the,O
14695,demonstr,shout,"""",``,punct,"""",VBD,lowercase,shouted,NNS,O,the,DT,O,say,VBP,lowercase,say,lowercase,the,661,lowercase,demonstrators,O
14696,shout,"""",nato,NNP,uppercase,NATO,``,punct,"""",VBD,O,demonstr,NNS,O,the,DT,lowercase,the,lowercase,demonstrators,661,lowercase,shouted,O
14697,"""",nato,out,IN,lowercase,out,NNP,uppercase,NATO,``,O,shout,VBD,O,demonstr,NNS,lowercase,demonstrators,lowercase,shouted,661,punct,"""",O
14698,nato,out,"""",``,punct,"""",IN,lowercase,out,NNP,O,"""",``,O,shout,VBD,lowercase,shouted,punct,"""",661,uppercase,NATO,B-org
14699,out,"""",and,CC,lowercase,and,``,punct,"""",IN,B-org,nato,NNP,O,"""",``,punct,"""",uppercase,NATO,661,lowercase,out,O
14700,"""",and,"""",``,punct,"""",CC,lowercase,and,``,O,out,IN,B-org,nato,NNP,uppercase,NATO,lowercase,out,661,punct,"""",O
14701,and,"""",yanke,NN,capitalized,Yankee,``,punct,"""",CC,O,"""",``,O,out,IN,lowercase,out,punct,"""",661,lowercase,and,O
14702,"""",yanke,go,VB,lowercase,go,NN,capitalized,Yankee,``,O,and,CC,O,"""",``,punct,"""",lowercase,and,661,punct,"""",O
14703,yanke,go,home,RB,lowercase,home,VB,lowercase,go,NN,O,"""",``,O,and,CC,lowercase,and,punct,"""",661,capitalized,Yankee,O
14704,go,home,"""",``,punct,"""",RB,lowercase,home,VB,O,yanke,NN,O,"""",``,punct,"""",capitalized,Yankee,661,lowercase,go,O
14705,home,"""",dure,IN,lowercase,during,``,punct,"""",RB,O,go,VB,O,yanke,NN,capitalized,Yankee,lowercase,go,661,lowercase,home,O
14706,"""",dure,their,PRP$,lowercase,their,IN,lowercase,during,``,O,home,RB,O,go,VB,lowercase,go,lowercase,home,661,punct,"""",O
14707,dure,their,protest,NN,lowercase,protest,PRP$,lowercase,their,IN,O,"""",``,O,home,RB,lowercase,home,punct,"""",661,lowercase,during,O
14708,their,protest,wednesday,NNP,capitalized,Wednesday,NN,lowercase,protest,PRP$,O,dure,IN,O,"""",``,punct,"""",lowercase,during,661,lowercase,their,O
14709,protest,wednesday,.,.,punct,.,NNP,capitalized,Wednesday,NN,O,their,PRP$,O,dure,IN,lowercase,during,lowercase,their,661,lowercase,protest,O
14710,wednesday,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,O,protest,NN,O,their,PRP$,lowercase,their,lowercase,protest,661,capitalized,Wednesday,B-tim
14711,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,B-tim,wednesday,NNP,O,protest,NN,lowercase,protest,capitalized,Wednesday,661,punct,.,O
14712,ukrain,'s,navi,NN,lowercase,navy,POS,other,'s,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,662,capitalized,Ukraine,B-geo
14713,'s,navi,say,VBZ,lowercase,says,NN,lowercase,navy,POS,B-geo,ukrain,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Ukraine,662,other,'s,O
14714,navi,say,the,DT,lowercase,the,VBZ,lowercase,says,NN,O,'s,POS,B-geo,ukrain,NNP,capitalized,Ukraine,other,'s,662,lowercase,navy,O
14715,say,the,u.s.,NNP,abbreviation,U.S.,DT,lowercase,the,VBZ,O,navi,NN,O,'s,POS,other,'s,lowercase,navy,662,lowercase,says,O
14716,the,u.s.,naval,JJ,lowercase,naval,NNP,abbreviation,U.S.,DT,O,say,VBZ,O,navi,NN,lowercase,navy,lowercase,says,662,lowercase,the,O
14717,u.s.,naval,vessel,NN,lowercase,vessel,JJ,lowercase,naval,NNP,O,the,DT,O,say,VBZ,lowercase,says,lowercase,the,662,abbreviation,U.S.,B-org
14718,naval,vessel,is,VBZ,lowercase,is,NN,lowercase,vessel,JJ,B-org,u.s.,NNP,O,the,DT,lowercase,the,abbreviation,U.S.,662,lowercase,naval,O
14719,vessel,is,on,IN,lowercase,on,VBZ,lowercase,is,NN,O,naval,JJ,B-org,u.s.,NNP,abbreviation,U.S.,lowercase,naval,662,lowercase,vessel,O
14720,is,on,a,DT,lowercase,a,IN,lowercase,on,VBZ,O,vessel,NN,O,naval,JJ,lowercase,naval,lowercase,vessel,662,lowercase,is,O
14721,on,a,friend,JJ,lowercase,friendly,DT,lowercase,a,IN,O,is,VBZ,O,vessel,NN,lowercase,vessel,lowercase,is,662,lowercase,on,O
14722,a,friend,visit,NN,lowercase,visit,JJ,lowercase,friendly,DT,O,on,IN,O,is,VBZ,lowercase,is,lowercase,on,662,lowercase,a,O
14723,friend,visit,to,TO,lowercase,to,NN,lowercase,visit,JJ,O,a,DT,O,on,IN,lowercase,on,lowercase,a,662,lowercase,friendly,O
14724,visit,to,the,DT,lowercase,the,TO,lowercase,to,NN,O,friend,JJ,O,a,DT,lowercase,a,lowercase,friendly,662,lowercase,visit,O
14725,to,the,black,NNP,capitalized,Black,DT,lowercase,the,TO,O,visit,NN,O,friend,JJ,lowercase,friendly,lowercase,visit,662,lowercase,to,O
14726,the,black,sea,NNP,capitalized,Sea,NNP,capitalized,Black,DT,O,to,TO,O,visit,NN,lowercase,visit,lowercase,to,662,lowercase,the,O
14727,black,sea,and,CC,lowercase,and,NNP,capitalized,Sea,NNP,O,the,DT,O,to,TO,lowercase,to,lowercase,the,662,capitalized,Black,B-org
14728,sea,and,is,VBZ,lowercase,is,CC,lowercase,and,NNP,B-org,black,NNP,O,the,DT,lowercase,the,capitalized,Black,662,capitalized,Sea,I-org
14729,and,is,not,RB,lowercase,not,VBZ,lowercase,is,CC,I-org,sea,NNP,B-org,black,NNP,capitalized,Black,capitalized,Sea,662,lowercase,and,O
14730,is,not,take,VBG,lowercase,taking,RB,lowercase,not,VBZ,O,and,CC,I-org,sea,NNP,capitalized,Sea,lowercase,and,662,lowercase,is,O
14731,not,take,part,NN,lowercase,part,VBG,lowercase,taking,RB,O,is,VBZ,O,and,CC,lowercase,and,lowercase,is,662,lowercase,not,O
14732,take,part,in,IN,lowercase,in,NN,lowercase,part,VBG,O,not,RB,O,is,VBZ,lowercase,is,lowercase,not,662,lowercase,taking,O
14733,part,in,ani,DT,lowercase,any,IN,lowercase,in,NN,O,take,VBG,O,not,RB,lowercase,not,lowercase,taking,662,lowercase,part,O
14734,in,ani,militari,JJ,lowercase,military,DT,lowercase,any,IN,O,part,NN,O,take,VBG,lowercase,taking,lowercase,part,662,lowercase,in,O
14735,ani,militari,exercis,NNS,lowercase,exercises,JJ,lowercase,military,DT,O,in,IN,O,part,NN,lowercase,part,lowercase,in,662,lowercase,any,O
14736,militari,exercis,.,.,punct,.,NNS,lowercase,exercises,JJ,O,ani,DT,O,in,IN,lowercase,in,lowercase,any,662,lowercase,military,O
14737,exercis,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNS,O,militari,JJ,O,ani,DT,lowercase,any,lowercase,military,662,lowercase,exercises,O
14738,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,exercis,NNS,O,militari,JJ,lowercase,military,lowercase,exercises,662,punct,.,O
14739,sevastopol,'s,naval,JJ,lowercase,naval,POS,other,'s,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,663,capitalized,Sevastopol,B-geo
14740,'s,naval,base,NN,lowercase,base,JJ,lowercase,naval,POS,B-geo,sevastopol,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Sevastopol,663,other,'s,O
14741,naval,base,date,VBZ,lowercase,dates,NN,lowercase,base,JJ,O,'s,POS,B-geo,sevastopol,NNP,capitalized,Sevastopol,other,'s,663,lowercase,naval,O
14742,base,date,back,RB,lowercase,back,VBZ,lowercase,dates,NN,O,naval,JJ,O,'s,POS,other,'s,lowercase,naval,663,lowercase,base,O
14743,date,back,to,TO,lowercase,to,RB,lowercase,back,VBZ,O,base,NN,O,naval,JJ,lowercase,naval,lowercase,base,663,lowercase,dates,O
14744,back,to,soviet,JJ,capitalized,Soviet,TO,lowercase,to,RB,O,date,VBZ,O,base,NN,lowercase,base,lowercase,dates,663,lowercase,back,O
14745,to,soviet,time,NNS,lowercase,times,JJ,capitalized,Soviet,TO,O,back,RB,O,date,VBZ,lowercase,dates,lowercase,back,663,lowercase,to,O
14746,soviet,time,.,.,punct,.,NNS,lowercase,times,JJ,O,to,TO,O,back,RB,lowercase,back,lowercase,to,663,capitalized,Soviet,O
14747,time,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNS,O,soviet,JJ,O,to,TO,lowercase,to,capitalized,Soviet,663,lowercase,times,O
14748,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,time,NNS,O,soviet,JJ,capitalized,Soviet,lowercase,times,663,punct,.,O
14749,through,a,leas,NN,lowercase,lease,DT,lowercase,a,IN,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,664,capitalized,Through,O
14750,a,leas,agreement,NN,lowercase,agreement,NN,lowercase,lease,DT,O,through,IN,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Through,664,lowercase,a,O
14751,leas,agreement,with,IN,lowercase,with,NN,lowercase,agreement,NN,O,a,DT,O,through,IN,capitalized,Through,lowercase,a,664,lowercase,lease,O
14752,agreement,with,ukrain,NNP,capitalized,Ukraine,IN,lowercase,with,NN,O,leas,NN,O,a,DT,lowercase,a,lowercase,lease,664,lowercase,agreement,O
14753,with,ukrain,",",",",punct,",",NNP,capitalized,Ukraine,IN,O,agreement,NN,O,leas,NN,lowercase,lease,lowercase,agreement,664,lowercase,with,O
14754,ukrain,",",russia,NNP,capitalized,Russia,",",punct,",",NNP,O,with,IN,O,agreement,NN,lowercase,agreement,lowercase,with,664,capitalized,Ukraine,B-org
14755,",",russia,will,MD,lowercase,will,NNP,capitalized,Russia,",",B-org,ukrain,NNP,O,with,IN,lowercase,with,capitalized,Ukraine,664,punct,",",O
14756,russia,will,oper,VB,lowercase,operate,MD,lowercase,will,NNP,O,",",",",B-org,ukrain,NNP,capitalized,Ukraine,punct,",",664,capitalized,Russia,B-org
14757,will,oper,the,DT,lowercase,the,VB,lowercase,operate,MD,B-org,russia,NNP,O,",",",",punct,",",capitalized,Russia,664,lowercase,will,O
14758,oper,the,facil,NN,lowercase,facility,DT,lowercase,the,VB,O,will,MD,B-org,russia,NNP,capitalized,Russia,lowercase,will,664,lowercase,operate,O
14759,the,facil,until,IN,lowercase,until,NN,lowercase,facility,DT,O,oper,VB,O,will,MD,lowercase,will,lowercase,operate,664,lowercase,the,O
14760,facil,until,2017,CD,number,2017,IN,lowercase,until,NN,O,the,DT,O,oper,VB,lowercase,operate,lowercase,the,664,lowercase,facility,O
14761,until,2017,.,.,punct,.,CD,number,2017,IN,O,facil,NN,O,the,DT,lowercase,the,lowercase,facility,664,lowercase,until,O
14762,2017,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,CD,O,until,IN,O,facil,NN,lowercase,facility,lowercase,until,664,number,2017,B-tim
14763,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,B-tim,2017,CD,O,until,IN,lowercase,until,number,2017,664,punct,.,O
14764,ukrain,'s,campaign,NN,lowercase,campaign,POS,other,'s,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,665,capitalized,Ukraine,B-geo
14765,'s,campaign,to,TO,lowercase,to,NN,lowercase,campaign,POS,B-geo,ukrain,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Ukraine,665,other,'s,O
14766,campaign,to,win,VB,lowercase,win,TO,lowercase,to,NN,O,'s,POS,B-geo,ukrain,NNP,capitalized,Ukraine,other,'s,665,lowercase,campaign,O
14767,to,win,nato,NNP,uppercase,NATO,VB,lowercase,win,TO,O,campaign,NN,O,'s,POS,other,'s,lowercase,campaign,665,lowercase,to,O
14768,win,nato,membership,NN,lowercase,membership,NNP,uppercase,NATO,VB,O,to,TO,O,campaign,NN,lowercase,campaign,lowercase,to,665,lowercase,win,O
14769,nato,membership,has,VBZ,lowercase,has,NN,lowercase,membership,NNP,O,win,VB,O,to,TO,lowercase,to,lowercase,win,665,uppercase,NATO,B-org
14770,membership,has,been,VBN,lowercase,been,VBZ,lowercase,has,NN,B-org,nato,NNP,O,win,VB,lowercase,win,uppercase,NATO,665,lowercase,membership,O
14771,has,been,strong,RB,lowercase,strongly,VBN,lowercase,been,VBZ,O,membership,NN,B-org,nato,NNP,uppercase,NATO,lowercase,membership,665,lowercase,has,O
14772,been,strong,oppos,VBN,lowercase,opposed,RB,lowercase,strongly,VBN,O,has,VBZ,O,membership,NN,lowercase,membership,lowercase,has,665,lowercase,been,O
14773,strong,oppos,by,IN,lowercase,by,VBN,lowercase,opposed,RB,O,been,VBN,O,has,VBZ,lowercase,has,lowercase,been,665,lowercase,strongly,O
14774,oppos,by,moscow,NNP,capitalized,Moscow,IN,lowercase,by,VBN,O,strong,RB,O,been,VBN,lowercase,been,lowercase,strongly,665,lowercase,opposed,O
14775,by,moscow,",",",",punct,",",NNP,capitalized,Moscow,IN,O,oppos,VBN,O,strong,RB,lowercase,strongly,lowercase,opposed,665,lowercase,by,O
14776,moscow,",",which,WDT,lowercase,which,",",punct,",",NNP,O,by,IN,O,oppos,VBN,lowercase,opposed,lowercase,by,665,capitalized,Moscow,B-org
14777,",",which,say,VBZ,lowercase,says,WDT,lowercase,which,",",B-org,moscow,NNP,O,by,IN,lowercase,by,capitalized,Moscow,665,punct,",",O
14778,which,say,it,PRP,lowercase,it,VBZ,lowercase,says,WDT,O,",",",",B-org,moscow,NNP,capitalized,Moscow,punct,",",665,lowercase,which,O
14779,say,it,will,MD,lowercase,will,PRP,lowercase,it,VBZ,O,which,WDT,O,",",",",punct,",",lowercase,which,665,lowercase,says,O
14780,it,will,not,RB,lowercase,not,MD,lowercase,will,PRP,O,say,VBZ,O,which,WDT,lowercase,which,lowercase,says,665,lowercase,it,O
14781,will,not,accept,VB,lowercase,accept,RB,lowercase,not,MD,O,it,PRP,O,say,VBZ,lowercase,says,lowercase,it,665,lowercase,will,O
14782,not,accept,ani,DT,lowercase,any,VB,lowercase,accept,RB,O,will,MD,O,it,PRP,lowercase,it,lowercase,will,665,lowercase,not,O
14783,accept,ani,further,JJ,lowercase,further,DT,lowercase,any,VB,O,not,RB,O,will,MD,lowercase,will,lowercase,not,665,lowercase,accept,O
14784,ani,further,expans,NN,lowercase,expansion,JJ,lowercase,further,DT,O,accept,VB,O,not,RB,lowercase,not,lowercase,accept,665,lowercase,any,O
